ID,Username,User ID,Message,Action,Log Time
1,id_1695773373,1695773373,free bitcoin,Message deleted (admin not muted),2025-07-07 15:35:16
2,id_1695773373,1695773373,free,Message deleted (admin not muted),2025-07-07 15:35:25
3,id_1695773373,1695773373,free,Message deleted (admin not muted),2025-07-07 15:43:47
4,id_1695773373,1695773373,crypto,Message deleted (admin not muted),2025-07-07 21:19:01.354572
5,id_1695773373,1695773373,buy now,Message deleted (admin not muted),2025-07-07 15:50:30
6,id_1695773373,1695773373,free money,Message deleted (admin not muted),2025-07-07 15:50:41
7,id_1695773373,1695773373,free free,Message deleted (admin not muted),2025-07-07 15:50:47
8,id_1695773373,1695773373,free money,Message deleted (admin not muted),2025-07-07 21:31:10
9,id_1695773373,1695773373,free money,Message deleted (admin not muted),2025-07-07 21:31:12
